Q1	experiment_randomization1	Q2	Q5	Q6	Q8	experiment_randomization2	Q12	Q13	Q14	Q15	pid3	pid7	gender4	age4	race4	weight
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Michigan"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.75090487
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Republican/Republican focus"	"Oregon"	"Neither support nor oppose"	"Unjustified"	"No"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.291318581
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.831016618
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.291318581
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"White"	1.13477993
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Maine"	"Support"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.756314394
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"White"	1.894386248
"I agree to participate"	"Experimental group"	"Snjsjdjcjxj"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Texas"	"Neither support nor oppose"	"Justified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Black"	1.088762537
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"Yes"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.813980836
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"South Carolina"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"Hispanic"	3.170661334
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Black"	1.099499401
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	1.358848586
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"45-64"	"Black"	1.037684518
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	1.358848586
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Black"	0.813298971
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Hispanic"	0.9454684
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	2.113484582
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Michigan"	"Support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"White"	0.708191368
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A great deal"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"No"	"Republican"	"Strong Republican"	"Man"	"30-44"	"Black"	1.232875045
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.848349108
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.832899236
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.813980836
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	2.113484582
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Black"	1.341687394
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.813980836
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"South Carolina"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.443506365
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	2.113484582
"I agree to participate"	"Experimental group"	"I agree"	"Photo A - Trump Inauguration"	"Yes"	"A little"	"Republican/Republican focus"	"South Carolina"	"Support"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"Under 30"	"Hispanic"	3.37242596
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.318344551
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Texas"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.75090487
"I agree to participate"	"Experimental group"	"Yes"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Michigan"	"Neither support nor oppose"	"Unjustified"	"No"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	2.052181794
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Oregon"	"Neither support nor oppose"	"Justified"	"No"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.291318581
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"South Carolina"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"45-64"	"Hispanic"	3.450195899
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Michigan"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.813980836
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.547736935
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.539489039
"I agree to participate"	"Experimental group"	"I agree"	"Photo A - Trump Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.318344551
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"South Carolina"	"Neither support nor oppose"	"Justified"	"No"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Hispanic"	1.441769813
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	1.387287889
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Texas"	"Oppose"	"Unjustified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.387065706
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"Under 30"	"White"	1.535592547
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"Under 30"	"White"	0.91985444
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"45-64"	"Hispanic"	1.233159873
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.580129478
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"Yes"	"A little"	"Republican/Republican focus"	"Texas"	"Neither support nor oppose"	"Justified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.387065706
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.547736935
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly support"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Hispanic"	3.498686957
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Maine"	"Support"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"30-44"	"Hispanic"	2.244746922
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Black"	1.249784713
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"Under 30"	"Hispanic"	3.390493916
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Maine"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"Black"	1.034280174
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	1.271393483
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"45-64"	"Hispanic"	5.831773181
"I agree to participate"	"Experimental group"	"I agree"	"Photo A - Trump Inauguration"	"Yes"	"A lot"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Non-binary"	"30-44"	"Other"	2.259649333
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"South Carolina"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Black"	0.373353565
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"White"	1.711763434
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Texas"	"Oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	2.222341299
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	2.222341299
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Michigan"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"Hispanic"	0.76231407
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.783435486
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	1.358848586
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"Hispanic"	2.516965011
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Tennessee"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.744433196
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	2.174430294
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Hispanic"	2.066991153
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Michigan"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	1.046362699
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	2.113484582
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	2.097399197
"I agree to participate"	"Experimental group"	"I AGREE"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.427801676
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"Hispanic"	3.436996705
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	1.299407138
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"White"	1.845663223
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Texas"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.547736935
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Texas"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Black"	0.813298971
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	1.299407138
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"Under 30"	"Other"	6.002375523
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Justified"	"No"	"Republican"	"Not very strong Republican"	"Non-binary"	"Under 30"	"Hispanic"	1.618060539
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	1.358848586
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Democrat/Democratic focus"	"Texas"	"Support"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"Black"	3.207487708
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.580129478
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A lot"	"Republican/Republican focus"	"Iowa"	"Support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Other"	2.162582675
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Justified"	"No"	"Democrat"	"Not very strong Democrat"	"Other"	"Under 30"	"Hispanic"	1.094202014
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.580129478
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.822731382
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.129241477
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Michigan"	"Neither support nor oppose"	"Justified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"Under 30"	"White"	1.934410646
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	1.580129478
"I agree to participate"	"Experimental group"	"I gree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	2.052181794
"I agree to participate"	"Experimental group"	"I agree"	"Photo A - Trump Inauguration"	"Yes"	"A great deal"	"Republican/Republican focus"	"South Carolina"	"Strongly support"	"Justified"	"No"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Black"	2.381108634
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Michigan"	"Neither support nor oppose"	"Justified"	"No"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	0.984678399
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Oregon"	"Oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Hispanic"	2.054674307
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Justified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Hispanic"	0.81857844
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly support"	"Unjustified"	"No"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	1.421023702
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.57563906
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"Under 30"	"White"	0.724958288
"I agree to participate"	"Experimental group"	"23"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Hispanic"	1.293194699
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Hispanic"	0.678187143
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Other"	1.480602103
"I agree to participate"	"Experimental group"	"I Agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.39859858
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Other"	0.337186678
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Black"	0.629966879
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Hispanic"	0.54588479
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"Yes"	"A moderate amount"	"Republican/Republican focus"	"Tennessee"	"Neither support nor oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Black"	0.445236033
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Non-binary"	"30-44"	"Other"	0.220804166
