Q4,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30_2,Q31_2,Q77,Q63,Q64,Q65,Q66,Q67,Q68,Q75,Q69,Q70,Q71,Q72,Q73,Q43,Q44,Q45,Q46,Q86,Q93_2,Q90_2,experiment,version,payprompt,gc,outparty,pid
Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",Masters Degree,Republican,NA,Not a strong Republican,NA,35,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,48,50,1 - Not at all,1- Very unlike me,4,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,2,2,1- Very unlike me,NA,NA,NA,NA,Oregon,5,40,2,2,2,1,Democrat,Republican
Female,White/Caucasian,"$40,000 – 49,999",High School / GED,Republican,NA,Not a strong Republican,NA,51,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,52,76,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Strong Republican,NA,34,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,61,1 - Not at all,3,2,5- Very like me,5- Very like me,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,4,3,1- Very unlike me,Oregon,Neither support nor oppose,Justified,Yes,NA,,,1,2,2,1,Democrat,Republican
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,4,NA,NA
Female,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Strong Republican,NA,38,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,100,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,36,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,77,1 - Not at all,5- Very like me,4,3,5- Very like me,3,4,4,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Male,White/Caucasian,"$100,000 or more",Some College,Independent,Democratic Party,NA,NA,20,No,No,No,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,66,12,3,1- Very unlike me,3,2,3,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,2,4,4,Texas,Neither support nor oppose,Unjustified,Yes,NA,,,1,2,1,4,Republican,Democrat
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Female,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Other,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Female,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Not a strong Republican,NA,48,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,69,1 - Not at all,4,3,4,4,2,4,3,2,2,2,4,2,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Not a strong Republican,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,26,No,No,Yes,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,99,29,1 - Not at all,5- Very like me,4,5- Very like me,5- Very like me,2,5- Very like me,3,4,3,2,4,5- Very like me,NA,NA,NA,NA,Oregon,30,50,2,1,1,1,Democrat,Republican
Female,White/Caucasian,"$40,000 – 49,999",2-year College Degree,Republican,NA,Strong Republican,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Female,African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,,NA,NA
Male,White/Caucasian,"$70,000 – 79,999",High School / GED,Republican,NA,Strong Republican,NA,54,No,No,Yes,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,93,2,4,2,2,4,3,3,4,4,3,3,3,3,NA,NA,NA,NA,Oregon,35,38,2,3,2,1,Democrat,Republican
Male,White/Caucasian,"$80,000 – 89,999",4-year College Degree,Republican,NA,Strong Republican,NA,51,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12,91,3,5- Very like me,2,4,4,3,3,4,4,2,2,2,5- Very like me,Maine,Oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"$80,000 – 89,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Male,White/Caucasian,"Less than $30,000",4-year College Degree,Republican,NA,Strong Republican,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Male,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Strong Republican,NA,37,No,No,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,80,2,1- Very unlike me,2,4,1- Very unlike me,2,4,5- Very like me,1- Very unlike me,1- Very unlike me,5- Very like me,5- Very like me,5- Very like me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Male,White/Caucasian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",High School / GED,Independent,Republican Party,NA,NA,29,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,15,75,2,4,5- Very like me,5- Very like me,5- Very like me,5- Very like me,2,1- Very unlike me,5- Very like me,4,1- Very unlike me,5- Very like me,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Female,White/Caucasian,"$60,000 – 69,999",Some College,Republican,NA,Not a strong Republican,NA,36,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,52,52,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,3,2,2,2,3,3,NA,NA,NA,NA,Oregon,20,25,2,1,1,1,Democrat,Republican
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,41,Yes,Yes,Yes,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,66,61,4,5- Very like me,4,4,5- Very like me,5- Very like me,5- Very like me,4,4,4,5- Very like me,4,5- Very like me,NA,NA,NA,NA,California,80,30,2,1,1,1,Democrat,Republican
Male,White/Caucasian,"$70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Female,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,48,No,No,No,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,10,70,1 - Not at all,2,3,4,2,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,34,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,31,60,1 - Not at all,3,2,3,2,2,2,2,2,2,2,2,2,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,4,Democrat,Republican
Male,White/Caucasian,"$100,000 or more",Masters Degree,Republican,NA,Strong Republican,NA,45,Yes,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73,89,2,1- Very unlike me,2,3,3,2,2,2,1- Very unlike me,2,1- Very unlike me,2,2,NA,NA,NA,NA,California,60,40,2,2,2,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Not a strong Republican,NA,30,No,No,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,68,87,1 - Not at all,2,2,3,3,2,2,2,2,1- Very unlike me,2,4,4,NA,NA,NA,NA,Oregon,60,25,2,2,2,1,Democrat,Republican
Male,White/Caucasian,"$100,000 or more",Masters Degree,Republican,NA,Strong Republican,NA,35,Yes,No,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,81,80,1 - Not at all,3,3,1- Very unlike me,3,5- Very like me,2,1- Very unlike me,2,4,1- Very unlike me,2,4,Maine,Strongly oppose,Justified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"$50,000 – 59,999",High School / GED,Republican,NA,Strong Republican,NA,38,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,32,84,1 - Not at all,5- Very like me,4,4,3,3,4,1- Very unlike me,1- Very unlike me,4,1- Very unlike me,3,3,NA,NA,NA,NA,Oregon,0,50,2,1,2,1,Democrat,Republican
Female,White/Caucasian,"$100,000 or more",2-year College Degree,Republican,NA,Strong Republican,NA,51,No,No,Yes,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,13,74,1 - Not at all,4,2,2,4,4,2,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Female,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Strong Republican,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,45,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,100,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Florida,0,0,2,3,2,1,Democrat,Republican
Male,Other (please specify),"Less than $30,000",Less than High School,Democrat,NA,NA,Strong Democrat,18,No,No,No,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,77,37,4,1- Very unlike me,4,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,South Carolina,Oppose,Unjustified,Yes,NA,,,1,2,1,,Republican,Democrat
Female,White/Caucasian,"$50,000 – 59,999",High School / GED,Republican,NA,Strong Republican,NA,52,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,18,93,1 - Not at all,2,3,4,1- Very unlike me,2,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,2,NA,NA,NA,NA,Oregon,1,25,2,2,2,1,Democrat,Republican
Male,White/Caucasian,"$80,000 – 89,999",4-year College Degree,Republican,NA,Strong Republican,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,50,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,0,0,2,1,2,1,Democrat,Republican
Female,White/Caucasian,"$90,000 – 99,999",Masters Degree,Republican,NA,Strong Republican,NA,28,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,70,1 - Not at all,4,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Male,White/Caucasian,"$40,000 – 49,999",Some College,Republican,NA,Strong Republican,NA,53,No,No,No,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,100,3,4,2,2,4,3,2,2,2,3,2,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Male,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,33,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,70,3,3,3,3,3,3,3,3,3,3,3,3,3,Texas,Neither support nor oppose,Unjustified,No,NA,,,1,2,1,4,Democrat,Republican
Male,White/Caucasian,"$40,000 – 49,999",Some College,Republican,NA,Strong Republican,NA,36,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,17,91,2,4,4,4,4,2,4,3,3,1- Very unlike me,3,4,4,NA,NA,NA,NA,Oregon,30,50,2,1,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Strong Republican,NA,36,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83,98,5 - A great deal,1- Very unlike me,3,5- Very like me,2,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Louisiana,80,20,2,2,2,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,53,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,39,41,1 - Not at all,1- Very unlike me,1- Very unlike me,3,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"$70,000 – 79,999",High School / GED,Republican,NA,Not a strong Republican,NA,45,No,No,Yes,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,53,1 - Not at all,1- Very unlike me,3,4,3,3,3,3,1- Very unlike me,2,2,3,2,Texas,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Female,White/Caucasian,"$40,000 – 49,999",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,23,Yes,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,100,100,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Florida,40,40,2,1,2,1,Republican,Democrat
Female,White/Caucasian,"$100,000 or more",Some College,Republican,NA,Strong Republican,NA,50,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87,86,1 - Not at all,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Alaska,30,70,2,1,1,1,Democrat,Republican
Female,White/Caucasian,"$80,000 – 89,999",Masters Degree,Republican,NA,Not a strong Republican,NA,41,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,89,100,1 - Not at all,1- Very unlike me,3,4,1- Very unlike me,1- Very unlike me,4,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Florida,0,0,2,2,1,1,Democrat,Republican
Male,White/Caucasian,"$90,000 – 99,999",Some College,Republican,NA,Not a strong Republican,NA,51,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,22,63,1 - Not at all,3,2,1- Very unlike me,3,2,2,2,3,3,4,2,2,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Not a strong Republican,NA,46,No,No,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,64,64,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,2,3,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Female,White/Caucasian,"$50,000 – 59,999",2-year College Degree,Republican,NA,Strong Republican,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",Some College,Independent,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Female,Native American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Female,White/Caucasian,"Less than $30,000",4-year College Degree,Republican,NA,Not a strong Republican,NA,40,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,79,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,3,5- Very like me,3,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"$30,000 – 39,999",High School / GED,Republican,NA,Strong Republican,NA,48,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,20,100,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Washington,30,50,2,2,2,1,Democrat,Republican
Female,White/Caucasian,"$60,000 – 69,999",High School / GED,Republican,NA,Strong Republican,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Male,White/Caucasian,"$40,000 – 49,999",High School / GED,Republican,NA,Strong Republican,NA,54,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,91,1 - Not at all,2,3,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,10,2,1,1,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",2-year College Degree,Republican,NA,Strong Republican,NA,51,No,Yes,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,100,5 - A great deal,1- Very unlike me,5- Very like me,3,5- Very like me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,0,75,2,2,2,1,Democrat,Republican
Male,White/Caucasian,"$80,000 – 89,999",Masters Degree,Republican,NA,Strong Republican,NA,32,Yes,Yes,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,89,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,2,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Female,White/Caucasian,"$100,000 or more",Masters Degree,Independent,Democratic Party,NA,NA,35,Yes,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,51,51,5 - A great deal,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,Texas,Strongly support,Justified,Yes,NA,,,1,2,1,1,Republican,Democrat
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,52,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,18,85,1 - Not at all,2,3,2,3,4,3,3,3,4,3,4,4,NA,NA,NA,NA,Oregon,10,20,2,3,2,1,Democrat,Republican
Male,White/Caucasian,"$30,000 – 39,999",High School / GED,Republican,NA,Not a strong Republican,NA,27,No,No,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,60,53,3,3,4,4,3,2,4,2,3,3,2,3,2,South Carolina,Neither support nor oppose,Justified,No,NA,,,1,1,1,1,Democrat,Republican
Male,White/Caucasian,"$40,000 – 49,999",2-year College Degree,Republican,NA,Strong Republican,NA,42,No,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,72,1 - Not at all,4,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,20,2,1,1,1,Democrat,Republican
Male,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Strong Republican,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,54,No,No,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5,63,3,3,3,4,2,2,3,2,2,2,2,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
